Spectrum sequence number 0
Saved at time: 462504 milliseconds
Integration time: 500000
Scans to average: 10
Boxcar smoothing: 0
Wavelengths	Intensities
416.84810538	1523.00000000
417.31034258	1528.00000000
417.77261699	1533.00000000
418.23492863	1538.00000000
418.69727748	1517.00000000
419.15966357	1518.00000000
419.62208688	1519.00000000
420.08454743	1511.00000000
420.54704523	1508.00000000
421.00958026	1516.00000000
421.47215254	1486.00000000
421.93476207	1525.00000000
422.39740886	1527.00000000
422.86009290	1513.00000000
423.32281421	1534.00000000
423.78557278	1517.00000000
424.24836862	1503.00000000
424.71120174	1517.00000000
425.17407214	1523.00000000
425.63697981	1529.00000000
426.09992478	1511.00000000
426.56290703	1520.00000000
427.02592658	1521.00000000
427.48898342	1524.00000000
427.95207757	1520.00000000
428.41520902	1539.00000000
428.87837778	1521.00000000
429.34158385	1521.00000000
429.80482724	1522.00000000
430.26810795	1514.00000000
430.73142599	1533.00000000
431.19478135	1541.00000000
431.65817405	1533.00000000
432.12160408	1525.00000000
432.58507146	1554.00000000
433.04857617	1569.00000000
433.51211824	1544.00000000
433.97569766	1574.00000000
434.43931443	1590.00000000
434.90296857	1590.00000000
435.36666006	1564.00000000
435.83038893	1582.00000000
436.29415516	1581.00000000
436.75795877	1574.00000000
437.22179977	1585.00000000
437.68567814	1566.00000000
438.14959390	1555.00000000
438.61354705	1549.00000000
439.07753760	1548.00000000
439.54156554	1545.00000000
440.00563089	1529.00000000
440.46973364	1529.00000000
440.93387381	1523.00000000
441.39805139	1532.00000000
441.86226638	1543.00000000
442.32651880	1549.00000000
442.79080865	1430.00000000
443.25513592	1549.00000000
443.71950063	1538.00000000
444.18390277	1492.00000000
444.64834236	1541.00000000
445.11281939	1549.00000000
445.57733388	1546.00000000
446.04188581	1553.00000000
446.50647520	1538.00000000
446.97110205	1544.00000000
447.43576637	1540.00000000
447.90046816	1528.00000000
448.36520742	1542.00000000
448.82998415	1541.00000000
449.29479837	1551.00000000
449.75965007	1530.00000000
450.22453926	1548.00000000
450.68946594	1527.00000000
451.15443011	1550.00000000
451.61943179	1549.00000000
452.08447097	1545.00000000
452.54954765	1545.00000000
453.01466185	1530.00000000
453.47981357	1547.00000000
453.94500280	1526.00000000
454.41022956	1545.00000000
454.87549384	1545.00000000
455.34079565	1554.00000000
455.80613500	1537.00000000
456.27151189	1534.00000000
456.73692632	1537.00000000
457.20237830	1541.00000000
457.66786782	1515.00000000
458.13339491	1534.00000000
458.59895955	1520.00000000
459.06456175	1548.00000000
459.53020152	1553.00000000
459.99587885	1529.00000000
460.46159377	1517.00000000
460.92734625	1521.00000000
461.39313632	1537.00000000
461.85896398	1541.00000000
462.32482923	1484.00000000
462.79073206	1539.00000000
463.25667250	1538.00000000
463.72265054	1536.00000000
464.18866618	1530.00000000
464.65471943	1547.00000000
465.12081029	1533.00000000
465.58693877	1532.00000000
466.05310487	1539.00000000
466.51930859	1540.00000000
466.98554995	1544.00000000
467.45182893	1512.00000000
467.91814555	1541.00000000
468.38449981	1529.00000000
468.85089172	1551.00000000
469.31732127	1525.00000000
469.78378847	1550.00000000
470.25029333	1546.00000000
470.71683585	1545.00000000
471.18341603	1548.00000000
471.65003388	1553.00000000
472.11668940	1540.00000000
472.58338259	1539.00000000
473.05011346	1524.00000000
473.51688202	1529.00000000
473.98368826	1531.00000000
474.45053219	1543.00000000
474.91741382	1534.00000000
475.38433315	1552.00000000
475.85129017	1552.00000000
476.31828491	1544.00000000
476.78531735	1541.00000000
477.25238751	1537.00000000
477.71949538	1541.00000000
478.18664098	1543.00000000
478.65382430	1533.00000000
479.12104535	1545.00000000
479.58830414	1532.00000000
480.05560066	1534.00000000
480.52293492	1552.00000000
480.99030693	1535.00000000
481.45771668	1545.00000000
481.92516419	1558.00000000
482.39264946	1561.00000000
482.86017248	1558.00000000
483.32773327	1552.00000000
483.79533183	1568.00000000
484.26296816	1556.00000000
484.73064227	1564.00000000
485.19835416	1554.00000000
485.66610383	1565.00000000
486.13389129	1555.00000000
486.60171654	1568.00000000
487.06957958	1560.00000000
487.53748043	1568.00000000
488.00541908	1570.00000000
488.47339553	1564.00000000
488.94140980	1567.00000000
489.40946188	1573.00000000
489.87755178	1568.00000000
490.34567950	1558.00000000
490.81384505	1559.00000000
491.28204843	1555.00000000
491.75028965	1545.00000000
492.21856870	1560.00000000
492.68688560	1556.00000000
493.15524034	1567.00000000
493.62363293	1553.00000000
494.09206337	1543.00000000
494.56053168	1547.00000000
495.02903784	1566.00000000
495.49758187	1556.00000000
495.96616377	1557.00000000
496.43478354	1568.00000000
496.90344119	1533.00000000
497.37213672	1544.00000000
497.84087014	1554.00000000
498.30964144	1566.00000000
498.77845064	1549.00000000
499.24729773	1551.00000000
499.71618273	1557.00000000
500.18510563	1537.00000000
500.65406644	1553.00000000
501.12306516	1553.00000000
501.59210179	1526.00000000
502.06117635	1551.00000000
502.53028883	1536.00000000
502.99943924	1539.00000000
503.46862757	1549.00000000
503.93785385	1526.00000000
504.40711806	1556.00000000
504.87642022	1551.00000000
505.34576033	1528.00000000
505.81513838	1508.00000000
506.28455439	1559.00000000
506.75400836	1572.00000000
507.22350029	1545.00000000
507.69303019	1540.00000000
508.16259806	1556.00000000
508.63220391	1551.00000000
509.10184773	1564.00000000
509.57152954	1556.00000000
510.04124933	1556.00000000
510.51100711	1538.00000000
510.98080288	1553.00000000
511.45063666	1543.00000000
511.92050843	1556.00000000
512.39041821	1529.00000000
512.86036600	1568.00000000
513.33035180	1558.00000000
513.80037562	1550.00000000
514.27043747	1559.00000000
514.74053733	1553.00000000
515.21067523	1530.00000000
515.68085116	1558.00000000
516.15106512	1544.00000000
516.62131713	1558.00000000
517.09160718	1545.00000000
517.56193528	1566.00000000
518.03230143	1533.00000000
518.50270563	1558.00000000
518.97314790	1544.00000000
519.44362823	1542.00000000
519.91414663	1540.00000000
520.38470310	1554.00000000
520.85529765	1564.00000000
521.32593027	1543.00000000
521.79660098	1516.00000000
522.26730978	1546.00000000
522.73805666	1559.00000000
523.20884165	1556.00000000
523.67966473	1558.00000000
524.15052591	1555.00000000
524.62142520	1506.00000000
525.09236261	1552.00000000
525.56333812	1547.00000000
526.03435176	1554.00000000
526.50540351	1543.00000000
526.97649340	1544.00000000
527.44762141	1552.00000000
527.91878756	1541.00000000
528.38999184	1545.00000000
528.86123427	1544.00000000
529.33251484	1547.00000000
529.80383357	1519.00000000
530.27519044	1538.00000000
530.74658547	1557.00000000
531.21801867	1534.00000000
531.68949003	1556.00000000
532.16099956	1539.00000000
532.63254726	1545.00000000
533.10413314	1551.00000000
533.57575719	1560.00000000
534.04741944	1570.00000000
534.51911987	1552.00000000
534.99085849	1512.00000000
535.46263531	1548.00000000
535.93445033	1566.00000000
536.40630356	1574.00000000
536.87819499	1580.00000000
537.35012463	1582.00000000
537.82209249	1595.00000000
538.29409857	1633.00000000
538.76614288	1578.00000000
539.23822541	1643.00000000
539.71034617	1700.00000000
540.18250517	1712.00000000
540.65470240	1735.00000000
541.12693788	1748.00000000
541.59921160	1775.00000000
542.07152358	1790.00000000
542.54387381	1827.00000000
543.01626230	1859.00000000
543.48868905	1941.00000000
543.96115407	1943.00000000
544.43365736	1953.00000000
544.90619892	1942.00000000
545.37877876	1936.00000000
545.85139688	1964.00000000
546.32405329	1885.00000000
546.79674799	1909.00000000
547.26948098	1902.00000000
547.74225226	1880.00000000
548.21506185	1817.00000000
548.68790975	1734.00000000
549.16079595	1654.00000000
549.63372047	1649.00000000
550.10668330	1645.00000000
550.57968445	1632.00000000
551.05272393	1611.00000000
551.52580174	1591.00000000
551.99891788	1600.00000000
552.47207235	1589.00000000
552.94526517	1562.00000000
553.41849633	1555.00000000
553.89176584	1563.00000000
554.36507370	1566.00000000
554.83841991	1569.00000000
555.31180449	1560.00000000
555.78522743	1542.00000000
556.25868873	1542.00000000
556.73218841	1545.00000000
557.20572646	1559.00000000
557.67930290	1544.00000000
558.15291771	1549.00000000
558.62657091	1519.00000000
559.10026251	1541.00000000
559.57399249	1551.00000000
560.04776088	1560.00000000
560.52156767	1529.00000000
560.99541286	1532.00000000
561.46929647	1520.00000000
561.94321848	1557.00000000
562.41717892	1527.00000000
562.89117778	1535.00000000
563.36521506	1534.00000000
563.83929078	1545.00000000
564.31340493	1525.00000000
564.78755751	1529.00000000
565.26174854	1555.00000000
565.73597801	1530.00000000
566.21024593	1529.00000000
566.68455230	1515.00000000
567.15889713	1545.00000000
567.63328042	1545.00000000
568.10770218	1531.00000000
568.58216241	1540.00000000
569.05666110	1531.00000000
569.53119828	1530.00000000
570.00577393	1521.00000000
570.48038807	1536.00000000
570.95504069	1538.00000000
571.42973181	1519.00000000
571.90446143	1540.00000000
572.37922954	1535.00000000
572.85403616	1543.00000000
573.32888128	1521.00000000
573.80376492	1560.00000000
574.27868707	1533.00000000
574.75364774	1566.00000000
575.22864693	1572.00000000
575.70368465	1551.00000000
576.17876090	1595.00000000
576.65387569	1612.00000000
577.12902901	1604.00000000
577.60422088	1608.00000000
578.07945129	1551.00000000
578.55472026	1621.00000000
579.03002777	1604.00000000
579.50537385	1595.00000000
579.98075849	1592.00000000
580.45618169	1597.00000000
580.93164346	1598.00000000
581.40714381	1567.00000000
581.88268273	1585.00000000
582.35826024	1588.00000000
582.83387633	1580.00000000
583.30953101	1578.00000000
583.78522428	1593.00000000
584.26095616	1587.00000000
584.73672663	1593.00000000
585.21253570	1572.00000000
585.68838339	1598.00000000
586.16426968	1593.00000000
586.64019460	1594.00000000
587.11615813	1583.00000000
587.59216029	1596.00000000
588.06820108	1591.00000000
588.54428049	1593.00000000
589.02039855	1578.00000000
589.49655524	1571.00000000
589.97275058	1566.00000000
590.44898456	1577.00000000
590.92525720	1564.00000000
591.40156849	1587.00000000
591.87791844	1575.00000000
592.35430706	1553.00000000
592.83073434	1551.00000000
593.30720029	1575.00000000
593.78370492	1578.00000000
594.26024822	1579.00000000
594.73683021	1572.00000000
595.21345088	1566.00000000
595.69011025	1551.00000000
596.16680831	1560.00000000
596.64354506	1570.00000000
597.12032052	1536.00000000
597.59713469	1551.00000000
598.07398756	1557.00000000
598.55087915	1542.00000000
599.02780946	1546.00000000
599.50477848	1542.00000000
599.98178624	1544.00000000
600.45883272	1571.00000000
600.93591793	1548.00000000
601.41304189	1570.00000000
601.89020458	1556.00000000
602.36740602	1517.00000000
602.84464620	1553.00000000
603.32192514	1558.00000000
603.79924284	1565.00000000
604.27659929	1550.00000000
604.75399452	1565.00000000
605.23142850	1557.00000000
605.70890126	1559.00000000
606.18641280	1561.00000000
606.66396312	1580.00000000
607.14155222	1590.00000000
607.61918010	1618.00000000
608.09684678	1641.00000000
608.57455226	1679.00000000
609.05229653	1710.00000000
609.53007961	1737.00000000
610.00790149	1735.00000000
610.48576219	1768.00000000
610.96366170	1802.00000000
611.44160003	1774.00000000
611.91957718	1786.00000000
612.39759315	1797.00000000
612.87564796	1761.00000000
613.35374160	1756.00000000
613.83187409	1719.00000000
614.31004541	1675.00000000
614.78825558	1651.00000000
615.26650459	1649.00000000
615.74479247	1605.00000000
616.22311920	1590.00000000
616.70148479	1574.00000000
617.17988924	1591.00000000
617.65833257	1587.00000000
618.13681477	1532.00000000
618.61533585	1579.00000000
619.09389580	1579.00000000
619.57249465	1566.00000000
620.05113238	1569.00000000
620.52980900	1558.00000000
621.00852452	1575.00000000
621.48727894	1580.00000000
621.96607227	1572.00000000
622.44490450	1573.00000000
622.92377564	1560.00000000
623.40268570	1575.00000000
623.88163469	1578.00000000
624.36062259	1541.00000000
624.83964942	1572.00000000
625.31871519	1565.00000000
625.79781989	1571.00000000
626.27696353	1572.00000000
626.75614611	1569.00000000
627.23536764	1551.00000000
627.71462812	1588.00000000
628.19392755	1590.00000000
628.67326595	1576.00000000
629.15264330	1572.00000000
629.63205963	1551.00000000
630.11151492	1569.00000000
630.59100919	1564.00000000
631.07054243	1563.00000000
631.55011466	1535.00000000
632.02972588	1552.00000000
632.50937608	1551.00000000
632.98906528	1531.00000000
633.46879347	1541.00000000
633.94856067	1539.00000000
634.42836687	1525.00000000
634.90821209	1531.00000000
635.38809631	1535.00000000
635.86801955	1542.00000000
636.34798182	1548.00000000
636.82798311	1527.00000000
637.30802342	1521.00000000
637.78810277	1537.00000000
638.26822116	1529.00000000
638.74837859	1534.00000000
639.22857506	1532.00000000
639.70881058	1536.00000000
640.18908515	1536.00000000
640.66939878	1537.00000000
641.14975147	1535.00000000
641.63014322	1521.00000000
642.11057404	1526.00000000
642.59104393	1518.00000000
643.07155290	1541.00000000
643.55210094	1522.00000000
644.03268807	1539.00000000
644.51331429	1528.00000000
644.99397960	1539.00000000
645.47468400	1528.00000000
645.95542750	1523.00000000
646.43621011	1540.00000000
646.91703182	1528.00000000
647.39789264	1511.00000000
647.87879257	1549.00000000
648.35973163	1509.00000000
648.84070980	1545.00000000
649.32172711	1526.00000000
649.80278354	1536.00000000
650.28387910	1512.00000000
650.76501381	1550.00000000
651.24618765	1533.00000000
651.72740065	1541.00000000
652.20865279	1535.00000000
652.68994408	1541.00000000
653.17127453	1548.00000000
653.65264414	1529.00000000
654.13405292	1547.00000000
654.61550087	1535.00000000
655.09698799	1495.00000000
655.57851428	1526.00000000
656.06007976	1533.00000000
656.54168442	1518.00000000
657.02332827	1529.00000000
657.50501131	1553.00000000
657.98673355	1534.00000000
658.46849498	1527.00000000
658.95029562	1522.00000000
659.43213547	1531.00000000
659.91401453	1466.00000000
660.39593281	1524.00000000
660.87789031	1521.00000000
661.35988702	1540.00000000
661.84192297	1527.00000000
662.32399815	1539.00000000
662.80611256	1551.00000000
663.28826621	1520.00000000
663.77045911	1511.00000000
664.25269125	1537.00000000
664.73496264	1526.00000000
665.21727328	1535.00000000
665.69962319	1532.00000000
666.18201235	1531.00000000
666.66444079	1487.00000000
667.14690849	1532.00000000
667.62941547	1525.00000000
668.11196172	1540.00000000
668.59454726	1525.00000000
669.07717208	1530.00000000
669.55983619	1502.00000000
670.04253959	1513.00000000
670.52528230	1530.00000000
671.00806430	1533.00000000
671.49088561	1538.00000000
671.97374623	1517.00000000
672.45664615	1528.00000000
672.93958540	1528.00000000
673.42256397	1532.00000000
673.90558186	1534.00000000
674.38863908	1535.00000000
674.87173563	1529.00000000
675.35487152	1530.00000000
675.83804675	1517.00000000
676.32126132	1520.00000000
676.80451524	1533.00000000
677.28780852	1506.00000000
677.77114114	1527.00000000
678.25451313	1533.00000000
678.73792448	1507.00000000
679.22137520	1554.00000000
679.70486529	1499.00000000
680.18839475	1528.00000000
680.67196360	1522.00000000
681.15557182	1528.00000000
681.63921944	1525.00000000
682.12290644	1533.00000000
682.60663284	1533.00000000
683.09039864	1528.00000000
683.57420383	1515.00000000
684.05804844	1535.00000000
684.54193245	1522.00000000
685.02585588	1523.00000000
685.50981873	1527.00000000
685.99382100	1530.00000000
686.47786269	1505.00000000
686.96194382	1540.00000000
687.44606438	1533.00000000
687.93022437	1538.00000000
688.41442381	1522.00000000
688.89866269	1531.00000000
689.38294102	1503.00000000
689.86725880	1527.00000000
690.35161604	1519.00000000
690.83601274	1536.00000000
691.32044891	1529.00000000
691.80492454	1527.00000000
692.28943965	1500.00000000
692.77399423	1521.00000000
693.25858829	1547.00000000
693.74322184	1537.00000000
694.22789487	1537.00000000
694.71260740	1523.00000000
695.19735942	1516.00000000
695.68215094	1516.00000000
696.16698197	1530.00000000
696.65185250	1528.00000000
697.13676254	1496.00000000
697.62171210	1524.00000000
698.10670118	1512.00000000
698.59172978	1521.00000000
699.07679791	1535.00000000
699.56190556	1521.00000000
700.04705276	1527.00000000
700.53223949	1535.00000000
701.01746576	1521.00000000
701.50273158	1533.00000000
701.98803695	1514.00000000
702.47338188	1527.00000000
702.95876636	1516.00000000
703.44419040	1522.00000000
703.92965401	1498.00000000
704.41515719	1532.00000000
704.90069994	1526.00000000
705.38628227	1541.00000000
705.87190418	1534.00000000
706.35756568	1548.00000000
706.84326677	1512.00000000
707.32900745	1537.00000000
707.81478772	1542.00000000
708.30060760	1529.00000000
708.78646708	1555.00000000
709.27236617	1528.00000000
709.75830487	1540.00000000
710.24428319	1546.00000000
710.73030113	1538.00000000
711.21635869	1528.00000000
711.70245588	1527.00000000
712.18859270	1533.00000000
712.67476916	1523.00000000
713.16098526	1519.00000000
713.64724100	1517.00000000
714.13353639	1526.00000000
714.61987143	1519.00000000
715.10624612	1531.00000000
715.59266047	1531.00000000
716.07911449	1505.00000000
716.56560818	1513.00000000
717.05214153	1507.00000000
717.53871456	1539.00000000
718.02532727	1531.00000000
718.51197966	1526.00000000
718.99867174	1525.00000000
719.48540350	1530.00000000
719.97217496	1537.00000000
720.45898612	1519.00000000
720.94583698	1510.00000000
721.43272755	1522.00000000
721.91965783	1526.00000000
722.40662782	1514.00000000
722.89363752	1533.00000000
723.38068695	1531.00000000
723.86777611	1511.00000000
724.35490499	1511.00000000
724.84207361	1513.00000000
725.32928196	1521.00000000
725.81653005	1476.00000000
726.30381789	1526.00000000
726.79114548	1528.00000000
727.27851282	1520.00000000
727.76591992	1507.00000000
728.25336677	1508.00000000
728.74085339	1514.00000000
729.22837978	1511.00000000
729.71594594	1517.00000000
730.20355188	1507.00000000
730.69119759	1533.00000000
731.17888309	1529.00000000
731.66660838	1532.00000000
732.15437346	1516.00000000
732.64217833	1510.00000000
733.13002301	1522.00000000
733.61790748	1529.00000000
734.10583176	1528.00000000
734.59379586	1521.00000000
735.08179977	1525.00000000
735.56984349	1510.00000000
736.05792704	1520.00000000
736.54605042	1539.00000000
737.03421363	1529.00000000
737.52241667	1526.00000000
738.01065954	1525.00000000
738.49894226	1535.00000000
738.98726483	1521.00000000
739.47562725	1519.00000000
739.96402952	1530.00000000
740.45247164	1516.00000000
740.94095363	1526.00000000
741.42947549	1512.00000000
741.91803721	1501.00000000
742.40663881	1524.00000000
742.89528028	1510.00000000
743.38396163	1506.00000000
743.87268287	1535.00000000
744.36144400	1532.00000000
744.85024502	1521.00000000
745.33908593	1539.00000000
745.82796675	1531.00000000
746.31688747	1526.00000000
746.80584810	1519.00000000
747.29484864	1545.00000000
747.78388910	1517.00000000
748.27296948	1487.00000000
748.76208978	1530.00000000
749.25125000	1535.00000000
749.74045016	1516.00000000
750.22969026	1514.00000000
750.71897029	1510.00000000
751.20829027	1542.00000000
751.69765019	1539.00000000
752.18705007	1523.00000000
752.67648990	1504.00000000
753.16596969	1523.00000000
753.65548944	1531.00000000
754.14504915	1526.00000000
754.63464884	1527.00000000
755.12428850	1505.00000000
755.61396814	1534.00000000
756.10368776	1536.00000000
756.59344737	1531.00000000
757.08324697	1522.00000000
757.57308656	1526.00000000
758.06296615	1513.00000000
758.55288574	1528.00000000
759.04284534	1520.00000000
759.53284494	1509.00000000
760.02288456	1520.00000000
760.51296420	1524.00000000
761.00308385	1504.00000000
761.49324353	1535.00000000
761.98344324	1486.00000000
762.47368299	1502.00000000
762.96396276	1521.00000000
763.45428258	1512.00000000
763.94464245	1518.00000000
764.43504236	1519.00000000
764.92548232	1520.00000000
765.41596234	1529.00000000
765.90648242	1527.00000000
766.39704256	1530.00000000
766.88764278	1524.00000000
767.37828306	1536.00000000
767.86896342	1478.00000000
768.35968385	1529.00000000
768.85044437	1524.00000000
769.34124498	1503.00000000
769.83208568	1499.00000000
770.32296647	1518.00000000
770.81388736	1521.00000000
771.30484836	1539.00000000
771.79584946	1520.00000000
772.28689067	1500.00000000
772.77797199	1525.00000000
773.26909344	1517.00000000
773.76025500	1499.00000000
774.25145670	1511.00000000
774.74269852	1505.00000000
775.23398047	1505.00000000
775.72530257	1508.00000000
776.21666480	1515.00000000
776.70806718	1528.00000000
777.19950971	1508.00000000
777.69099239	1492.00000000
778.18251523	1518.00000000
778.67407823	1523.00000000
779.16568140	1514.00000000
779.65732473	1518.00000000
780.14900824	1514.00000000
780.64073192	1534.00000000
781.13249579	1526.00000000
781.62429984	1484.00000000
782.11614407	1510.00000000
782.60802850	1496.00000000
783.09995313	1506.00000000
783.59191795	1515.00000000
784.08392298	1511.00000000
784.57596822	1520.00000000
785.06805366	1516.00000000
785.56017933	1505.00000000
786.05234521	1519.00000000
786.54455131	1525.00000000
787.03679765	1500.00000000
787.52908421	1520.00000000
788.02141101	1527.00000000
788.51377805	1515.00000000
789.00618533	1524.00000000
789.49863285	1539.00000000
789.99112063	1516.00000000
790.48364866	1518.00000000
790.97621695	1476.00000000
791.46882550	1507.00000000
791.96147432	1533.00000000
792.45416341	1532.00000000
792.94689277	1529.00000000
793.43966241	1521.00000000
793.93247233	1534.00000000
794.42532254	1517.00000000
794.91821303	1516.00000000
795.41114382	1511.00000000
795.90411491	1529.00000000
796.39712630	1519.00000000
796.89017799	1528.00000000
797.38326999	1494.00000000
797.87640230	1502.00000000
798.36957493	1524.00000000
798.86278789	1532.00000000
799.35604116	1523.00000000
799.84933476	1520.00000000
800.34266870	1520.00000000
800.83604297	1512.00000000
801.32945758	1510.00000000
801.82291254	1516.00000000
802.31640784	1533.00000000
802.80994350	1524.00000000
803.30351951	1498.00000000
803.79713588	1517.00000000
804.29079261	1526.00000000
804.78448971	1523.00000000
805.27822718	1531.00000000
805.77200503	1527.00000000
806.26582326	1511.00000000
806.75968186	1524.00000000
807.25358086	1516.00000000
807.74752024	1527.00000000
808.24150002	1532.00000000
808.73552020	1504.00000000
809.22958078	1522.00000000
809.72368177	1538.00000000
810.21782316	1511.00000000
810.71200497	1517.00000000
811.20622720	1484.00000000
811.70048985	1533.00000000
812.19479293	1534.00000000
812.68913643	1519.00000000
813.18352037	1524.00000000
813.67794474	1517.00000000
814.17240956	1526.00000000
814.66691482	1516.00000000
815.16146053	1530.00000000
815.65604670	1495.00000000
816.15067332	1518.00000000
816.64534040	1522.00000000
817.14004794	1513.00000000
817.63479595	1523.00000000
818.12958444	1520.00000000
818.62441340	1511.00000000
819.11928284	1540.00000000
819.61419277	1509.00000000
820.10914318	1517.00000000
820.60413408	1518.00000000
821.09916548	1513.00000000
821.59423738	1509.00000000
822.08934979	1505.00000000
822.58450270	1529.00000000

